OrderID,OrderDate,Quantity,DiscountPct,Rate,SaleAmount,CustomerName,State,Region,ProductKey,RowCount,ProfitMargin
24933,7/26/09,14,0.01,110,1518.57,Shahid Bixby,Michigan,Central,Development - Python,1,0.55
33699,7/26/09,18,0.07,200,3334.75,Troy Hwang,MA,East,Development - Big Data,1,0.71
33699,7/26/09,13,0.05,125,1537.64,Troy Hwang,New Jersey,East,Training - Development,1,0.4
33699,7/26/09,31,0.06,110,3192.72,Troy Hwang,MA,East,Development - Python,1,0.39
44867,7/26/09,40,0.01,125,4930.41,Max Waldorf,Pennsylvania,East,Training - Development,1,0.4
48453,7/26/09,50,0.04,125,5976.26,Victoria Ausman,Wisconsin,Central,Training - SQL,1,0.58
57794,7/26/09,16,0.02,110,1717.97,Edward Weien,Texas,Central,Development - Python,1,0.44
3459,7/27/09,24,0.1,150,3227.26,Gary Matthias,Florida,South,Consulting - Market Research,1,0.65
9606,7/27/09,39,0.02,200,7613.94,Darrin Cousins,Pennsylvania,East,Development - Scala,1,0.74
9606,7/27/09,37,0.07,110,3770.22,Darrin Cousins,Pennsylvania,East,Development - Python,1,0.48
19078,7/27/09,21,0.03,170,3449.28,Brendan Gockenbach,Illinois,Central,Development - .Net,1,0.61
21538,7/27/09,31,0.08,120,3408.94,Mark Coyne,MA,East,Development - Business Logic,1,0.44
44708,7/27/09,15,0.02,125,1830.27,Allen Creighton,Illinois,Central,Training - SQL,1,0.58
53029,7/27/09,39,0.1,200,6992.39,Max Thurman,Kentucky,South,Development - Scala,1,0.78
24644,7/28/09,40,0.01,170,6705.69,Tony Holden,New Jersey,East,Development - .Net,1,0.66
24644,7/28/09,46,0,125,5727.53,Tony Holden,Maine,East,Training - Development,1,0.58
29286,7/28/09,4,0.07,150,555.82,Alan Carroll,Washington,West,Consulting - Strategy,1,0.6
8551,7/29/09,25,0.1,160,3586.02,Meg Norvell,MO,Central,Development - Java,1,0.56
8551,7/29/09,34,0.01,110,3688.22,Meg Norvell,MO,Central,Development - Python,1,0.44
32420,7/29/09,35,0.07,150,4863.54,Christy Blume,MA,East,Consulting - Business Model,1,0.7
32420,7/29/09,19,0.07,125,2200.17,Christy Blume,Maine,East,Training - Development,1,0.58
26279,7/30/09,7,0.04,150,1004.11,Edward Bzostek,Texas,Central,Consulting - Market Research,1,0.65
28130,7/30/09,23,0.02,160,3592.49,Guy Takahito,MO,Central,Development - Java,1,0.72
28130,7/30/09,32,0.09,125,3625.96,Guy Takahito,MO,Central,Training - SQL,1,0.53
43399,7/30/09,35,0.05,120,3974.61,Cari Chung,Texas,Central,Development - Business Logic,1,0.51
43399,7/30/09,2,0.1,125,224.13,Cari Chung,Texas,Central,Training - Javascript,1,0.58
43399,7/30/09,8,0,110,876.61,Cari Chung,Texas,Central,Development - Python,1,0.32
18753,7/31/09,31,0.03,125,3744.34,Erin Dona,Texas,Central,Training - Development,1,0.64
18753,7/31/09,33,0.01,125,4068.1,Erin Dona,Texas,Central,Training - Development,1,0.58
29187,7/31/09,5,0.03,160,773.03,Rick Book,Oregon,West,Development - Java,1,0.56
29187,7/31/09,8,0.09,160,1160.34,Rick Book,Oregon,West,Development - Java,1,0.67
29187,7/31/09,35,0.03,150,5072.98,Rick Book,Oregon,West,Consulting - Strategy,1,0.6
29187,7/31/09,10,0,110,1095.78,Rick Book,Oregon,West,Development - Python,1,0.59
29187,7/31/09,42,0.03,140,5681.74,Rick Book,Oregon,West,Development - Front End Web,1,0.64
33959,7/31/09,23,0.03,125,2778.06,Ben Lock,Maine,East,Training - Javascript,1,0.54
14311,8/1/09,30,0.03,160,4638.27,Brian Beltran,California,West,Development - Java,1,0.67
18179,8/1/09,50,0.03,150,7247.3,Liz Ward,Michigan,Central,Consulting - Business Model,1,0.59
18179,8/1/09,24,0.04,200,4590.45,Liz Ward,Michigan,Central,Development - Scala,1,0.74
18179,8/1/09,50,0,110,5479.06,Liz Ward,Michigan,Central,Development - Python,1,0.44
26881,8/1/09,26,0.05,125,3075.74,Ken Grove,Montana,West,Training - Javascript,1,0.5
24294,8/2/09,24,0.03,150,3478.79,Thomas Dryer,Illinois,Central,Consulting - Strategy,1,0.53
39589,8/2/09,42,0,160,6694.58,Olvera Holt,Wisconsin,Central,Development - Java,1,0.56
39589,8/2/09,20,0.06,200,3745.78,Olvera Holt,Wisconsin,Central,Development - Scala,1,0.74
45539,8/2/09,15,0.02,150,2196.66,Grant Harrigan,California,West,Consulting - Business Model,1,0.53
45539,8/2/09,27,0.08,120,2969.52,Grant Harrigan,California,West,Development - Business Logic,1,0.44
54567,8/2/09,31,0.09,125,3512.91,Nicole Sweed,Illinois,Central,Training - SQL,1,0.5
55298,8/2/09,1,0.01,125,123.28,Bryan Gjertsen,Illinois,Central,Training - Development,1,0.46
38978,8/3/09,24,0,125,2988.73,Nick Saunders,Georgia,South,Training - Development,1,0.5
56516,8/3/09,6,0.08,160,879.88,Stefania Ober,Kentucky,South,Development - Java,1,0.58
56516,8/3/09,24,0.06,150,3371.28,Stefania Ober,Kentucky,South,Consulting - Market Research,1,0.53
11714,8/4/09,1,0.01,150,147.95,Tamara Gordon,California,West,Consulting - Strategy,1,0.61
11714,8/4/09,9,0.06,140,1179.98,Tamara Gordon,California,West,Development - Front End Web,1,0.46
12389,8/4/09,34,0.07,150,4725.29,Michael Bergman,Minnesota,Central,Consulting - Business Model,1,0.59
12389,8/4/09,16,0.08,200,2933.01,Michael Bergman,Minnesota,Central,Development - Big Data,1,0.65
16419,8/4/09,43,0.08,110,4335.35,Joy Moren,Indiana,Central,Development - Python,1,0.44
37319,8/4/09,37,0.1,170,5639.87,Victoria Holloman,Washington,West,Development - .Net,1,0.7
50981,8/4/09,42,0.01,150,6213.72,Sean Andreada,Ohio,East,Consulting - Market Research,1,0.66
57504,8/4/09,44,0.01,110,4773.71,Sarah Hopkins,New York,East,Development - PHP,1,0.44
4870,8/5/09,44,0.08,125,5041.24,Luke Lonsdale,California,West,Training - Javascript,1,0.58
20007,8/5/09,49,0.08,120,5389.54,Nicole Sweed,Illinois,Central,Development - Business Logic,1,0.5
23333,8/5/09,44,0.04,170,7154.17,Michael Olson,Wisconsin,Central,Development - .Net,1,0.64
23333,8/5/09,32,0.04,110,3366.67,Michael Olson,Wisconsin,Central,Development - Python,1,0.44
23333,8/5/09,16,0.03,150,2319.37,Michael Olson,Wisconsin,Central,Consulting - Market Research,1,0.65
25507,8/5/09,8,0.06,200,1498.42,Ed Yedwab,Arizona,West,Development - Big Data,1,0.72
31426,8/5/09,40,0.09,150,5439.75,Greg Chand,Michigan,Central,Consulting - Market Research,1,0.6
33090,8/5/09,26,0,200,5180.72,Deanra Sachs,Vermont,East,Development - Big Data,1,0.78
34435,8/5/09,42,0.01,120,4971.1,Justin McVee,Michigan,Central,Development - Business Logic,1,0.41
25638,8/6/09,31,0.02,150,4540.21,Ivan Bern,MO,Central,Consulting - Business Model,1,0.67
25638,8/6/09,12,0.07,110,1223.08,Ivan Bern,MO,Central,Development - Python,1,0.46
29252,8/6/09,9,0.01,110,976.49,Anthony Phan,Iowa,Central,Development - Python,1,0.46
39367,8/6/09,45,0.07,160,6671.34,Dennis Cyprus,Kansas,Central,Development - Java,1,0.56
39367,8/6/09,30,0,110,3287.84,Dennis Cyprus,Kansas,Central,Development - PHP,1,0.39
42309,8/6/09,41,0.01,170,6874.88,Meg Rupert,South Carolina,South,Development - .Net,1,0.64
42309,8/6/09,26,0.09,140,3300.2,Meg Rupert,South Carolina,South,Development - Database,1,0.57
42309,8/6/09,38,0.08,150,5224.68,Meg Rupert,South Carolina,South,Consulting - Market Research,1,0.62
44995,8/6/09,46,0.01,150,6805.84,Maria Armstrong,New Mexico,West,Consulting - Market Research,1,0.65
49666,8/6/09,46,0.1,140,5774.65,Jasper Galang,New York,East,Development - Front End Web,1,0.68
56960,8/6/09,48,0.01,150,7101.74,Jim Nazzal,Virginia,South,Consulting - Market Research,1,0.6
24231,8/7/09,48,0.08,150,6599.77,Dennis Eason,New York,East,Consulting - Market Research,1,0.66
38886,8/7/09,26,0.06,120,2922.07,Victoria Holloman,Washington,West,Development - Business Logic,1,0.58
53410,8/7/09,44,0.08,170,6856.42,Christopher Swint,Indiana,Central,Development - .Net,1,0.65
57381,8/7/09,13,0.1,160,1865.15,Paul Hooks,California,West,Development - Java,1,0.68
57381,8/7/09,22,0.06,140,2884.61,Paul Hooks,California,West,Development - Database,1,0.49
47941,8/8/09,15,0.03,150,2174.57,Evan Elias,Florida,South,Consulting - Market Research,1,0.59
3136,8/9/09,8,0.1,120,860.88,Paul Hazard,South Dakota,Central,Development - Business Logic,1,0.41
17927,8/9/09,42,0.07,150,5837.86,Janet Huthwaite,North Carolina,South,Consulting - Business Model,1,0.53
39521,8/9/09,28,0.1,200,5021.81,Jim Nazzal,Virginia,South,Development - Scala,1,0.75
48388,8/9/09,3,0.08,160,440.01,Marina Crebassa,Iowa,Central,Development - Java,1,0.56
10464,8/10/09,23,0.01,110,2495.72,Brendan Smith,Washington,West,Development - Python,1,0.46
21636,8/10/09,16,0,160,2550.83,Fred Brennan,Pennsylvania,East,Development - Java,1,0.64
21636,8/10/09,6,0.07,200,1112,Fred Brennan,Pennsylvania,East,Development - Big Data,1,0.66
21636,8/10/09,35,0.02,150,5126.56,Fred Brennan,Illinois,Central,Consulting - Market Research,1,0.65
45731,8/10/09,19,0.01,110,2061.68,Gene Zandusky,Michigan,Central,Development - Python,1,0.53
45731,8/10/09,35,0.03,150,5074.25,Gene Zandusky,Michigan,Central,Consulting - Market Research,1,0.66
45731,8/10/09,44,0.04,125,5261.08,Matt French,Minnesota,Central,Training - Javascript,1,0.5
48327,8/10/09,14,0.03,150,2029.7,Jennifer Mitchum,Mississippi,South,Consulting - Business Model,1,0.53
54949,8/10/09,32,0.08,110,3226.79,Shaun Moore,Idaho,West,Development - Python,1,0.47
54949,8/10/09,7,0.09,200,1269.43,Shaun Moore,Idaho,West,Development - Big Data,1,0.67
20389,8/11/09,31,0.09,125,3513.7,Liz Ward,Michigan,Central,Training - Tableau,1,0.6
20389,8/11/09,24,0.01,125,2959.43,Liz Ward,Michigan,Central,Training - SQL,1,0.46
20389,8/11/09,30,0.02,110,3222.49,Liz Ward,Michigan,Central,Development - Python,1,0.53
20709,8/11/09,4,0.1,200,717.44,Gary Kunitz,Texas,Central,Development - Scala,1,0.69
20709,8/11/09,5,0.04,200,956.58,Gary Kunitz,Texas,Central,Development - Scala,1,0.7
46018,8/11/09,31,0.06,150,4355.44,Justin Gerbode,Mississippi,South,Consulting - Strategy,1,0.66
56163,8/11/09,3,0.03,110,318.96,Claire Armstrong,Oregon,West,Development - Python,1,0.48
5894,8/12/09,7,0.1,160,1004.44,Ann Hagelstein,Illinois,Central,Development - Java,1,0.68
5894,8/12/09,3,0.01,170,503.12,Ann Hagelstein,Illinois,Central,Development - .Net,1,0.61
18723,8/12/09,1,0,150,149.47,Jonathan Phelps,Texas,Central,Consulting - Market Research,1,0.53
45573,8/12/09,5,0.05,125,591.65,Sonia Kane,Kansas,Central,Training - Development,1,0.43
55330,8/12/09,49,0,125,6103.35,Brad Fisher,California,West,Training - SQL,1,0.4
18049,8/13/09,10,0.07,110,1019.41,Liz Sundaresam,North Carolina,South,Development - Python,1,0.48
52867,8/13/09,15,0.03,125,1812.37,Jack Bradley,Mississippi,South,Training - Javascript,1,0.53
6406,8/14/09,43,0.05,140,5699.07,Mick Breyer,Florida,South,Development - Front End Web,1,0.58
11840,8/14/09,43,0.08,110,4336.44,Yoseph MacAllister,Washington,West,Development - PHP,1,0.35
14115,8/14/09,24,0.04,125,2869.96,Jim Huffman,Texas,Central,Training - SQL,1,0.58
14115,8/14/09,46,0.06,150,6463.4,Jim Huffman,Texas,Central,Consulting - Market Research,1,0.66
15971,8/14/09,15,0.06,150,2107.63,Elizabeth Hansen,MA,East,Consulting - Market Research,1,0.53
29956,8/14/09,48,0.09,120,5223.34,Steve Vittorini,Minnesota,Central,Development - Business Logic,1,0.41
37760,8/14/09,18,0.01,150,2663.69,Barry Williamson,Maryland,East,Consulting - Business Model,1,0.7
37760,8/14/09,38,0.04,150,5452.93,Barry Williamson,Maryland,East,Consulting - Market Research,1,0.5
41636,8/14/09,47,0.03,125,5678.89,MaryBeth McCrossin,North Carolina,South,Training - SQL,1,0.64
41636,8/14/09,25,0.05,120,2840.07,MaryBeth McCrossin,North Carolina,South,Development - Business Logic,1,0.38
41636,8/14/09,27,0.03,150,3914.81,MaryBeth McCrossin,North Carolina,South,Consulting - Market Research,1,0.53
42343,8/14/09,46,0.04,125,5500.77,Berenike Smith,California,West,Training - Tableau,1,0.43
42343,8/14/09,31,0.03,110,3296.17,Berenike Smith,California,West,Development - Python,1,0.39
15751,8/15/09,37,0.02,200,7226.91,Maya Marie,Georgia,South,Development - Scala,1,0.65
15751,8/15/09,21,0.01,150,3107.71,Maya Marie,Georgia,South,Consulting - Market Research,1,0.53
26949,8/15/09,48,0.06,125,5620.49,Aaron Williams,New Jersey,East,Training - SQL,1,0.52
30467,8/15/09,5,0.05,160,757.37,John Doherty,Minnesota,Central,Development - Java,1,0.56
34177,8/15/09,13,0.02,200,2539.19,Toby Company A,Illinois,Central,Development - Scala,1,0.65
34177,8/15/09,26,0.1,200,4663.81,Toby Company A,Illinois,Central,Development - Scala,1,0.75
34177,8/15/09,50,0.1,150,6726.65,Toby Company A,Illinois,Central,Consulting - Market Research,1,0.59
38598,8/15/09,17,0.04,125,2032.94,Chloris Etezadi,Nevada,West,Training - Tableau,1,0.43
38598,8/15/09,24,0.07,125,2780.35,Chloris Etezadi,Nevada,West,Training - SQL,1,0.54
38598,8/15/09,27,0.01,150,3995.63,Chloris Etezadi,Nevada,West,Consulting - Strategy,1,0.5
47910,8/15/09,30,0.08,200,5500.9,Brad Fisher,California,West,Development - Big Data,1,0.72
50310,8/15/09,42,0.07,170,6617.23,Sarah Thornton,Kansas,Central,Development - .Net,1,0.58
50310,8/15/09,43,0.03,125,5195.71,Sarah Thornton,Kansas,Central,Training - Development,1,0.46
50310,8/15/09,22,0.03,150,3189.93,Sarah Thornton,Kansas,Central,Consulting - Business Model,1,0.53
56260,8/15/09,34,0.03,110,3615.25,Julie Grinstein,New Jersey,East,Development - Python,1,0.32
9893,8/16/09,1,0.02,125,122.08,Edward Bzostek,Texas,Central,Training - Development,1,0.54
23392,8/16/09,24,0,125,2989.7,Jennifer Lee,New York,East,Training - Javascript,1,0.43
29346,8/16/09,2,0.1,110,197.32,Janet Daniels,Maine,East,Development - PHP,1,0.44
37830,8/16/09,39,0.05,120,4430.73,Tamara Gordon,California,West,Development - Business Logic,1,0.51
46469,8/16/09,17,0.05,125,2011.82,Adam Wendt,Oregon,West,Training - Development,1,0.58
46469,8/16/09,18,0.05,110,1874.54,Adam Wendt,Oregon,West,Development - Python,1,0.36
40647,8/17/09,47,0.03,110,4997.8,Naresj Arnett,Texas,Central,Development - Python,1,0.53
55840,8/17/09,11,0.04,110,1157.64,Jas Jarboe,Oklahoma,Central,Development - Python,1,0.44
2790,8/18/09,7,0.01,160,1105.05,Maribeth Venier,Colorado,West,Development - Java,1,0.56
2790,8/18/09,41,0.02,150,6006.6,Maribeth Venier,Colorado,West,Consulting - Compensation,1,0.7
2790,8/18/09,15,0.03,120,1740.09,Maribeth Venier,Colorado,West,Development - Business Logic,1,0.42
2790,8/18/09,15,0.09,200,2720.76,Maribeth Venier,Colorado,West,Development - Big Data,1,0.74
10437,8/18/09,50,0.01,160,7893.19,Don McCrary,Illinois,Central,Development - Java,1,0.53
13536,8/18/09,23,0.05,110,2395.36,Aleksandra Trafton,California,West,Development - Python,1,0.44
21861,8/18/09,5,0.06,150,702.61,Tom Lee,Florida,South,Consulting - Business Model,1,0.53
53254,8/18/09,34,0,150,5082.74,Noel Hamilton,Texas,Central,Consulting - Market Research,1,0.65
1762,8/19/09,29,0.07,150,4031.91,Lisa Cazamias,New Mexico,West,Consulting - Business Model,1,0.65
1762,8/19/09,11,0,110,1205.93,Lisa Cazamias,New Mexico,West,Development - PHP,1,0.35
1762,8/19/09,43,0.1,150,5785.5,Lisa Cazamias,New Mexico,West,Consulting - Market Research,1,0.55
19175,8/19/09,19,0.01,150,2812.02,Frank Catlett,Utah,West,Consulting - Market Research,1,0.62
45410,8/19/09,19,0.1,200,3408.51,Michael Harton,South Carolina,South,Development - Big Data,1,0.75
33888,8/20/09,31,0.04,160,4745.72,Heather Maddox,Illinois,Central,Development - Java,1,0.56
33888,8/20/09,3,0.02,200,586.04,Heather Maddox,Illinois,Central,Development - Big Data,1,0.7
33888,8/20/09,47,0.05,200,8900.22,Heather Maddox,Illinois,Central,Development - Big Data,1,0.63
2433,8/21/09,14,0.07,150,1946.54,Cari Radford,Utah,West,Consulting - Strategy,1,0.5
9187,8/21/09,40,0.04,170,6506.39,Daniel Price,Utah,West,Development - .Net,1,0.6
9187,8/21/09,8,0.09,150,1088.39,Daniel Price,Utah,West,Consulting - Market Research,1,0.7
43301,8/21/09,33,0,125,4111.35,Matthew Lucas,New Mexico,West,Training - Development,1,0.54
43301,8/21/09,43,0.01,200,8485.82,Matthew Lucas,New Mexico,West,Development - Big Data,1,0.7
43779,8/21/09,20,0.09,125,2267.47,Lindsay DeVincentis,New York,East,Training - SQL,1,0.6
24162,8/22/09,1,0.08,110,100.87,Sean Witt,Florida,South,Development - Python,1,0.39
24162,8/22/09,12,0.04,125,1435.27,Sean Witt,Florida,South,Training - Javascript,1,0.58
41825,8/22/09,43,0.02,150,6300.23,Patrick Garza,Alabama,South,Consulting - Business Model,1,0.67
41825,8/22/09,50,0.03,125,6042.58,Sylvia Gastineau,Maine,East,Training - Development,1,0.43
44196,8/22/09,12,0.09,150,1632.62,Cynthia Irving,Maryland,East,Consulting - Market Research,1,0.65
44196,8/22/09,10,0.01,110,1085.42,Cynthia Irving,Arkansas,South,Development - Python,1,0.32
52897,8/22/09,40,0,110,4385.54,Larry Elliston,Utah,West,Development - Python,1,0.44
57542,8/22/09,23,0.04,110,2420.82,John Conant,Ohio,East,Development - Python,1,0.46
6112,8/23/09,10,0.02,125,1221.01,Arianne Norris,Tennessee,South,Training - Javascript,1,0.44
6112,8/23/09,31,0.06,150,4356.75,Arianne Norris,Tennessee,South,Consulting - Market Research,1,0.65
10886,8/23/09,36,0.04,125,4305.92,Quincy Patterson,Alabama,South,Training - SQL,1,0.43
10886,8/23/09,47,0.01,150,6956.74,Quincy Patterson,Alabama,South,Consulting - Strategy,1,0.61
25031,8/23/09,24,0.1,125,2691.2,Sally Knudson,Michigan,Central,Training - Javascript,1,0.58
25031,8/23/09,20,0.07,110,2039.33,Sally Knudson,Michigan,Central,Development - Python,1,0.38
43206,8/23/09,16,0,150,2392.18,John Vanderzanden,Georgia,South,Consulting - Business Model,1,0.65
19429,8/24/09,2,0.05,125,236.73,Dean Zrebassa,California,West,Training - Javascript,1,0.53
28897,8/24/09,35,0.02,170,5812.13,Ed Byrd,Texas,Central,Development - .Net,1,0.74
28897,8/24/09,14,0.07,110,1427.57,Ed Byrd,Texas,Central,Development - PHP,1,0.53
31111,8/24/09,27,0.03,110,2871.58,Monica Brumfield,Illinois,Central,Development - Python,1,0.44
49799,8/24/09,4,0.05,125,473.46,Keith Beeghly,Arkansas,South,Training - Javascript,1,0.53
49799,8/24/09,12,0,150,1794.18,Keith Beeghly,Arkansas,South,Consulting - Market Research,1,0.53
53441,8/24/09,7,0.01,110,759.83,Clytie Dortch,Pennsylvania,East,Development - Python,1,0.55
17670,8/25/09,14,0.07,200,2595.64,Sean Andreada,Ohio,East,Development - Scala,1,0.7
29350,8/25/09,47,0.05,160,7121.06,Eric Dilbeck,New Jersey,East,Development - Java,1,0.58
29350,8/25/09,10,0.1,200,1794.22,Eric Dilbeck,New Hampshire,East,Development - Big Data,1,0.69
29350,8/25/09,46,0.05,120,5227.16,Eric Dilbeck,New Jersey,East,Development - Business Logic,1,0.41
13927,8/26/09,26,0.04,110,2736.85,Dan Pistek,Indiana,Central,Development - Python,1,0.52
21985,8/26/09,1,0.07,125,115.88,Lynn Degenhardt,Virginia,South,Training - Development,1,0.54
21985,8/26/09,45,0.08,200,8253.62,Lynn Degenhardt,Virginia,South,Development - Big Data,1,0.65
28486,8/26/09,2,0.08,200,366.83,Carlos Kampe,Illinois,Central,Development - Big Data,1,0.71
10658,8/27/09,31,0.04,150,4449.89,Joni Fritzler,California,West,Consulting - Business Model,1,0.7
10658,8/27/09,12,0.1,150,1614.88,Joni Fritzler,California,West,Consulting - Strategy,1,0.53
10658,8/27/09,17,0.09,150,2313.17,Joni Fritzler,California,West,Consulting - Market Research,1,0.53
15108,8/27/09,50,0.02,110,5372.96,Delfina Gross,Illinois,Central,Development - Python,1,0.35
32611,8/27/09,16,0.04,160,2449.83,Neil Gilcrest,Michigan,Central,Development - Java,1,0.63
32611,8/27/09,19,0,125,2367.49,Neil Gilcrest,Michigan,Central,Training - Development,1,0.64
32611,8/27/09,18,0.02,150,2637.64,Neil Gilcrest,Michigan,Central,Consulting - Business Model,1,0.59
32611,8/27/09,15,0.05,110,1562.55,Neil Gilcrest,Michigan,Central,Development - Python,1,0.44
47813,8/27/09,50,0,110,5482.62,Dianna Van Huff,MA,East,Development - Python,1,0.39
21479,8/28/09,41,0.01,110,4450.9,Patrick Ellison,Wisconsin,Central,Development - Python,1,0.47
33569,8/28/09,9,0.09,125,1020.54,Matthew Nguyen,Florida,South,Training - SQL,1,0.5
33732,8/28/09,33,0.05,125,3906.46,Heather Schneider,Michigan,Central,Training - SQL,1,0.46
37281,8/28/09,25,0.05,150,3551.33,Roy Peterman,Kansas,Central,Consulting - Market Research,1,0.65
47877,8/28/09,16,0.04,140,2143.66,Tamara Gordon,California,West,Development - Front End Web,1,0.58
47877,8/28/09,19,0.07,125,2201.82,Tamara Gordon,California,West,Training - Javascript,1,0.58
47877,8/28/09,49,0.08,125,5617.33,Tamara Gordon,California,West,Training - Javascript,1,0.6
6727,8/29/09,12,0.06,200,2248.98,Stuart Epp,New York,East,Development - Scala,1,0.75
18402,8/29/09,5,0.03,125,604.36,Deanra Sachs,California,West,Training - Development,1,0.4
18402,8/29/09,3,0,125,373.83,Deanra Sachs,California,West,Training - SQL,1,0.58
23652,8/30/09,27,0.1,120,2907,Sara Fair,California,West,Development - Business Logic,1,0.48
1031,8/31/09,34,0,160,5423.35,Sanjit Grace,Maryland,East,Development - Java,1,0.68
14756,8/31/09,2,0.06,125,234.28,Steve Price,Arkansas,South,Training - SQL,1,0.54
20128,8/31/09,32,0,150,4785.31,Chuck Bierner,Nevada,West,Consulting - Business Model,1,0.59
20128,8/31/09,5,0.03,200,967.03,Chuck Bierner,Nevada,West,Development - Big Data,1,0.65
20390,8/31/09,35,0.05,150,4972.23,Sandra Prescott,Ohio,East,Consulting - Business Model,1,0.53
20390,8/31/09,17,0,140,2372.71,Sandra Prescott,Ohio,East,Development - Front End Web,1,0.64
47974,8/31/09,6,0.01,120,710.62,Frank Catlett,Utah,West,Development - Business Logic,1,0.51
53123,8/31/09,25,0.06,160,3748.49,Michael Vittorini,MA,East,Development - Java,1,0.56
1985,9/1/09,33,0.05,150,4688.22,Katherine Ballard,Rhode Island,East,Consulting - Strategy,1,0.67
1985,9/1/09,1,0.09,110,99.8,Katherine Ballard,New Jersey,East,Development - Python,1,0.54
14055,9/1/09,21,0.08,125,2407.67,Keith Beeghly,Arkansas,South,Training - SQL,1,0.54
27555,9/1/09,32,0.1,110,3158.38,Ralph Hernandez,Illinois,Central,Development - Python,1,0.53
45988,9/1/09,43,0.09,125,4876.4,David Glassco,Maine,East,Training - SQL,1,0.5
47173,9/1/09,41,0.03,150,5947.39,Aleksandra Trafton,Virginia,South,Consulting - Market Research,1,0.5
54464,9/1/09,11,0.06,125,1288.58,Joseph Fritzler,Florida,South,Training - SQL,1,0.58
54464,9/1/09,50,0.08,125,5732.54,Joseph Fritzler,Florida,South,Training - SQL,1,0.54
51619,9/2/09,46,0.03,120,5338.28,Stephanie Bremer,Ohio,East,Development - Business Logic,1,0.57
51619,9/2/09,6,0.09,200,1088.71,Stephanie Bremer,Ohio,East,Development - Big Data,1,0.72
51619,9/2/09,2,0.07,160,296.7,Stephanie Bremer,Ohio,East,Development - Java,1,0.58
51619,9/2/09,31,0.06,125,3631.53,Stephanie Bremer,Ohio,East,Training - Development,1,0.58
54151,9/2/09,35,0.03,110,3723.25,Amy Brennan,Pennsylvania,East,Development - Python,1,0.32
54151,9/2/09,38,0.07,120,4228.03,Amy Brennan,Pennsylvania,East,Development - Business Logic,1,0.48
52357,9/3/09,49,0.05,110,5105.21,Bobby Lacy,Nevada,West,Development - PHP,1,0.35
11680,9/4/09,50,0.06,150,7029.12,Aleksandra Trafton,California,West,Consulting - Market Research,1,0.59
25824,9/4/09,5,0.01,170,839.01,Christine Armold,Washington,West,Development - .Net,1,0.65
25824,9/4/09,37,0.02,160,5784.42,Christine Armold,Washington,West,Development - Java,1,0.56
25824,9/4/09,39,0,125,4860.56,Christine Armold,Washington,West,Training - Javascript,1,0.46
25824,9/4/09,6,0.04,150,861.44,Christine Armold,Washington,West,Consulting - Market Research,1,0.55
26567,9/4/09,8,0.08,160,1174.11,Sylvia Gastineau,Illinois,Central,Development - Java,1,0.56
26567,9/4/09,10,0.09,150,1360.96,Sylvia Gastineau,Illinois,Central,Consulting - Business Model,1,0.59
26567,9/4/09,22,0.21,125,2166.07,Sylvia Gastineau,Illinois,Central,Training - SQL,1,0.58
26567,9/4/09,48,0.04,150,6891.53,Sylvia Gastineau,Illinois,Central,Consulting - Market Research,1,0.53
42342,9/4/09,43,0.07,125,4983.94,Bill Rawles,North Carolina,South,Training - Javascript,1,0.43
42342,9/4/09,25,0.01,110,2714.44,Bill Rawles,Michigan,Central,Development - Python,1,0.53
11392,9/5/09,28,0.04,160,4288.17,Sarah Balk,Michigan,Central,Development - Java,1,0.56
34311,9/5/09,39,0.05,120,4432.94,Mike Farhat,Idaho,West,Development - Business Logic,1,0.44
34311,9/5/09,32,0.03,200,6189.77,Mike Farhat,Idaho,West,Development - Big Data,1,0.7
36867,9/5/09,21,0.06,125,2460.25,Speros Pisteka,California,West,Training - Development,1,0.43
36867,9/5/09,16,0.09,120,1742.07,Speros Pisteka,California,West,Development - Business Logic,1,0.43
49990,9/5/09,11,0,150,1645.15,Evan Ryan,Indiana,Central,Consulting - Strategy,1,0.7
51714,9/5/09,33,0.03,110,3510.76,Lauren Bern,Colorado,West,Development - Python,1,0.44
51968,9/5/09,43,0.03,150,6238.13,Sharelle Chung,Idaho,West,Consulting - Market Research,1,0.61
9668,9/6/09,10,0.06,160,1499.62,Christine Knight,MO,Central,Development - Java,1,0.63
38913,9/6/09,7,0.03,160,1083.24,David Glassco,California,West,Development - Java,1,0.61
39845,9/6/09,44,0.05,110,4584.61,Shaun O'Brian,Minnesota,Central,Development - Python,1,0.48
48167,9/6/09,43,0.06,125,5037.79,Dana Castell,Minnesota,Central,Training - Development,1,0.43
48167,9/6/09,45,0.06,110,4639.45,Dana Castell,Minnesota,Central,Development - Python,1,0.32
48167,9/6/09,27,0.09,125,3062.31,Dana Castell,Minnesota,Central,Training - Javascript,1,0.52
48775,9/6/09,17,0.09,110,1696.74,Craig Bolton,Utah,West,Development - Python,1,0.55
10052,9/7/09,16,0.07,120,1780.44,Dan MacKendrick,California,West,Development - Business Logic,1,0.42
10052,9/7/09,28,0.08,170,4366.56,Dan MacKendrick,California,West,Development - .Net,1,0.74
10052,9/7/09,46,0.02,160,7191.98,Dan MacKendrick,California,West,Development - Java,1,0.58
5317,9/8/09,38,0.09,160,5516.96,Christopher Brandow,Colorado,West,Development - Java,1,0.68
